shopping_caucasian_female_old,"https://thumbs.dreamstime.com/t/gelukkige-oude-vrouw-34906647.jpg
",Photo of elderly woman holding colorful shopping bags.
doctor_black_male_young,"https://c8.alamy.com/comp/MP3DPP/young-handsome-african-man-doctor-against-brown-background-MP3DPP.jpg
",Photo of a man in doctor's attire.
shopping_hispanic_female_young,"https://thumb7.shutterstock.com/image-photo/stock-photo-happy-beautiful-woman-with-shopping-bags-stands-at-shop-attractive-caucasian-girl-with-purchasing-450w-368440451.jpg
",Photo of woman with shopping bags in mall
car_indian_male_young,"https://thumbs.dreamstime.com/b/handsome-indian-guy-driving-car-looking-road-smiling-handsome-long-haired-indian-guy-glasses-driving-brand-new-car-229178472.jpg
",Photo of smiling man driving car.
soldier_caucasian_female_young,"https://thumbs.dreamstime.com/t/portrait-serious-confident-female-soldier-saluting-looking-camera-front-view-slim-caucasian-young-woman-khaki-t-shirt-231952468.jpg
",Photo of woman in camouflage shirt.
kitchen_caucasian_female_old,"https://previews.123rf.com/images/jminso/jminso1301/jminso130100152/17539231-photo-of-a-grandmother-elderly-active-woman-in-a-natural-kitchen-filling-pies-white-older-woman-in-t.jpg
",Photo of woman pouring batter into pie crusts.
photographer_indian_female_young,"https://thumb1.shutterstock.com/image-photo/stock-photo-young-beautiful-indian-woman-taking-a-photo-with-a-digital-camera-asian-girl-with-camera-indian-450w-355235348.jpg
",Photo of woman taking a picture with camera.
doctor_indian_female_young,"https://img.freepik.com/premium-photo/indian-female-doctor-portrait-south-indian-young-lady-doctor-holding-stethoscope-hand_527904-1836.jpg?w=2000
",Photo of a woman in medical attire with stethoscope.
office_caucasian_male_young,"https://c8.alamy.com/comp/R2FJMJ/portrait-of-beautiful-young-man-caucasian-at-work-with-a-laptop-computer-on-a-desktop-in-a-bright-office-white-minimal-business-and-making-money-for-modern-people-cuo-of-coffee-on-the-table-looking-at-the-camera-R2FJMJ.jpg
",Photo of man with laptop smiling at camera.
doctor_black_male_young,"https://images.pond5.com/portrait-young-black-male-doctor-footage-055853132_iconl.jpeg
",Photo of a person wearing a lab coat.
kitchen_indian_male_old,"https://i.ytimg.com/vi/u0CCc8awoE8/maxresdefault.jpg
",Photo of man cooking in street food stall.
sports_indian_female_young,"https://img3.stockfresh.com/files/d/deandrobot/m/76/5290311_stock-photo-healthy-happy-woman-poses-with-a-tennis-racket-while-holding-tennis-ball.jpg
",Photo of smiling person with tennis racket and ball.
shopping_hispanic_male_young,"https://static.vecteezy.com/system/resources/previews/001/177/293/large_2x/young-hispanic-man-looking-at-clothes-in-a-clothes-shop-photo.jpg
",Photo of man browsing clothes in store.
computer_indian_female_young,"https://st.depositphotos.com/1011643/4954/i/950/depositphotos_49548611-stock-photo-young-indian-woman-using-computer.jpg
",Photo of smiling woman using laptop.
car_eastasian_female_old,"https://cdn.images.express.co.uk/img/dynamic/23/590x/secondary/Liitle-470626.jpg
",Photo of a woman driving a car.
running_eastasian_female_young,"https://en.pimg.jp/040/144/201/1/40144201.jpg
",Photo of a woman running outdoors.
shopping_hispanic_male_young,"https://thumb101.shutterstock.com/image-photo/stock-photo-handsome-man-shopping-in-a-supermarket-450w-270952397.jpg
",Photo of man with shopping cart in store aisle.
roadside_hispanic_male_young,"https://thumb101.shutterstock.com/image-photo/stock-photo-young-tourist-with-a-backpack-hitchhiking-along-a-road-450w-234775843.jpg
",Photo of man hitchhiking on roadside.
roadside_eastasian_male_young,"http://s3-ap-northeast-1.amazonaws.com/static.amanaimages.com/imgroom/rm_thumb200/02336/02336002720.jpg
",Photo of person with phone standing by wall.
lab_indian_male_young,"https://media.istockphoto.com/photos/young-male-lab-intern-concentrates-during-experiment-picture-id847973446?k=20&m=847973446&s=612x612&w=0&h=TAGMwW0EuAZ11zdQKkuYXOUFiekvN1z6_6aTnFALdao=
",Photo of scientist analyzing liquid in test tube.
office_eastasian_male_young,"https://media.istockphoto.com/photos/young-asian-man-working-with-laptop-at-home-picture-id1131620916?k=20&m=1131620916&s=612x612&w=0&h=rNmQMOqSZXsm1JqbGS6drU72JjWW_ldUBE2iFNr5_u8=
",Photo of person working on laptop at home.
bench_black_female_old,"https://media.istockphoto.com/photos/two-senior-women-sitting-on-park-bench-laughing-picture-id539207067?k=20&m=539207067&s=612x612&w=0&h=1TU1LcI_MWh7968JpDZr1ejvcYeBtlHz--1DZ7BOfnM=
",Photo of smiling women enjoying time on a bench.
kitchen_hispanic_female_old,"https://media.istockphoto.com/photos/hispanic-woman-making-dinner-in-kitchen-picture-id1069792886?k=20&m=1069792886&s=612x612&w=0&h=VSChI__3YPwDtuouWFpt6CVka9Kn_ZSNU6qImqRq2zI=
",Photo of woman holding a bowl of food.
office_caucasian_female_young,"https://c8.alamy.com/comp/2F8H23W/happy-adult-caucasian-woman-in-professional-look-at-laptop-screen-work-online-on-gadget-from-home-office-smiling-young-female-use-computer-browse-int-2F8H23W.jpg
",Photo of person working on laptop.
car_hispanic_female_young,"https://img3.stockfresh.com/files/sstk/225/8805432-stock-photo-mid-aged-woman-in-sports-car-754280524.jpg
",Photo of woman driving a convertible car.
garden_caucasian_male_young,"https://thumbs.dreamstime.com/z/gardener-apron-planting-tree-working-garden-young-gardener-apron-planting-tree-working-garden-108445960.jpg
",Photo of a man gardening.
computer_caucasian_female_old,"https://static1.bigstockphoto.com/3/8/1/large2/183336760.jpg
",Photo of elderly woman using a laptop.
construction_eastasian_male_young,"https://thumbs.dreamstime.com/z/%CE%BF-%CE%B4%CE%B9%CE%B5%CF%85%CE%B8%CF%85%CE%BD%CF%84%CE%AE%CF%82-%CE%BA%CE%B1%CF%84%CE%B1%CF%83%CE%BA%CE%B5%CF%85%CE%AE%CF%82-%CE%B5%CE%BD%CF%8C%CF%82-%CE%BC%CE%B5%CE%B3%CE%AC%CE%BB%CE%B7%CF%82-%CE%BA%CE%BB%CE%AF%CE%BC%CE%B1%CE%BA%CE%B1%CF%82-%CF%80%CF%81%CE%BF%CE%B3%CF%81%CE%AC%CE%BC%CE%BC%CE%B1%CF%84%CE%BF%CF%82-115222579.jpg
",Photo of a construction worker in urban setting
computer_hispanic_male_young,"https://cdnusa.20m.es/img2/recortes/2012/12/16/522-600-338.jpg
",Photo of person typing on a keyboard.
bench_eastasian_female_young,"https://cdn.videvo.net/videvo_files/video/premium/getty_41/customThumbnails/istock-957072964.jpg
",Photo of a woman using smartphone on park bench.
sports_eastasian_male_young,"https://thumbs.dreamstime.com/z/young-asian-basketball-player-outdoor-portrait-male-122549194.jpg
",Photo of man kneeling with basketball on court.
running_hispanic_male_young,"https://c8.alamy.com/comp/2G4DHJR/a-young-latino-man-running-in-the-park-mexico-2G4DHJR.jpg
",Photo of a man jogging outdoors.
sports_eastasian_male_old,"https://i.guim.co.uk/img/media/99b385b9e7073c95b7452a96203039326f84a910/0_0_3904_2343/master/3904.jpg?width=1200&height=900&quality=85&auto=format&fit=crop&s=bdcaffcb7bcc583cbf1ccbd38118b6ce
",Photo of elderly athlete celebrating.
sports_black_female_old,"https://previews.123rf.com/images/moodboard/moodboard0908/moodboard090803585/5470114-smiling-woman-on-the-tennis-court.jpg
",Photo of smiling person holding tennis racket.
lab_caucasian_male_young,"https://previews.123rf.com/images/budabar/budabar1907/budabar190700064/127980585-young-attractive-man-in-white-coat-doing-research-in-laboratory.jpg
",Photo of a scientist examining a test tube.
roadside_hispanic_female_young,"https://images.pond5.com/latina-hispanic-teen-girl-standing-footage-144662358_iconl.jpeg
",Photo of a woman standing outdoors.
bench_caucasian_male_old,"https://c8.alamy.com/comp/D060Y6/lone-old-man-sitting-on-a-park-bench-D060Y6.jpg
",Photo of a man resting on a park bench.
kitchen_black_male_young,"https://thumbs.dreamstime.com/t/young-smiling-chef-cooking-kitchen-happy-passion-113295920.jpg
",Photo of a man preparing food in the kitchen.
doctor_hispanic_female_young,"https://thumbs.dreamstime.com/b/hispanic-female-doctor-hospital-young-working-152979401.jpg
",Photo of a woman in medical attire with stethoscope.
gun_range_eastasian_female_young,"https://www.ichigo.gr.jp/news/p_news_file/file/Olympic-shooting-Japan_01.jpg
",Photo of a focused female marksman aiming.
